Search_Rank,MIM_Raw,MIM_ID,Entry_Prefix,Title,Included_Titles,Relation_Class,Mechanism_Tag,Age_Scope,Hemorrhagic_Flag,Venous_Predominant_Flag,Gene_Phenotype_Link_Status,Linked_Gene_Symbols,Target_Eligible_Strict,Decision,Reason,Evidence_URL
398,#607259,607259,#,"SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE, WITH OR WITHOUT CEREBELLAR ATAXIA; SPG7",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
399,#621314,621314,#,"POMPE DISEASE, LATE-ONSET; LOPD",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
400,%152430,152430,%,LONGEVITY 1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
401,%616182,616182,%,"CHRONIC MOUNTAIN SICKNESS, SUSCEPTIBILITY TO",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
407,#602531,602531,#,GRANGE SYNDROME; GRNG,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
408,#308300,308300,#,INCONTINENTIA PIGMENTI; IP,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
409,#619656,619656,#,LOEYS-DIETZ SYNDROME 6; LDS6,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
410,277175,277175,,VASCULAR HYALINOSIS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
433,#612016,612016,#,"COENZYME Q10 DEFICIENCY, PRIMARY, 4; COQ10D4",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
434,#614278,614278,#,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE DEFICIENCY; PAFAD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
435,#603284,603284,#,CEREBRAL CAVERNOUS MALFORMATIONS 2; CCM2,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
436,#607554,607554,#,"ATRIAL FIBRILLATION, FAMILIAL, 3; ATFB3",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
437,#614042,614042,#,MOYAMOYA DISEASE 5; MYMY5,,Extended_etiologic_record,moyamoya,Pediatric/mixed,true,false,verified_phenotype_gene_link,ACTA2,false,Retain_as_evidence_record,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定,https://www.ncbi.nlm.nih.gov/gene/59
438,#618855,618855,#,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 44; COXPD44,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
439,%105800,105800,%,"ANEURYSM, INTRACRANIAL BERRY, 1; ANIB1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
440,%609122,609122,%,"ANEURYSM, INTRACRANIAL BERRY, 3; ANIB3",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
441,%609338,609338,%,CAROTID INTIMAL MEDIAL THICKNESS 1; IMT1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
442,%300870,300870,%,"ANEURYSM, INTRACRANIAL BERRY, 5; ANIB5",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
443,147820,147820,,"INTERNAL CAROTID ARTERY, SPONTANEOUS DISSECTION OF",,Extended_etiologic_record,arteriopathy_or_small_vessel,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
444,125635,125635,,"DERMOGRAPHISM, FAMILIAL",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
452,#150600,150600,#,LEGG-CALVE-PERTHES DISEASE; LCPD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
453,#600268,600268,#,OCULOECTODERMAL SYNDROME; OES,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
454,#601003,601003,#,BRODY DISEASE; BROD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
455,#612623,612623,#,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 2; MVCD2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
456,#614473,614473,#,"ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2; GACI2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
457,#225790,225790,#,PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME; PVHH,,Excluded,arteriopathy_or_small_vessel,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
458,#243700,243700,#,"HYPER-IgE SYNDROME 2, AUTOSOMAL RECESSIVE, WITH RECURRENT INFECTIONS; HIES2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
459,#260565,260565,#,PEHO SYNDROME; PEHO,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
460,#300559,300559,#,GLYCOGEN STORAGE DISEASE IXd; GSD9D,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
461,#619433,619433,#,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 6; RCM6",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
462,#620371,620371,#,"NEURODEVELOPMENTAL DISORDER WITH INTRACRANIAL HEMORRHAGE, SEIZURES, AND SPASTICITY; NEDIHSS",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
463,%107650,107650,%,"APNEA, OBSTRUCTIVE SLEEP",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
464,177800,177800,,PSEUDOPAPILLEDEMA,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
465,243100,243100,,"INTERNAL CAROTID ARTERIES, HYPOPLASIA OF",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
497,#108010,108010,#,ARTERIOVENOUS MALFORMATIONS OF THE BRAIN,"INTRACRANIAL HEMORRHAGE IN BRAIN ARTERIOVENOUS MALFORMATIONS, SUSCEPTIBILITY TO, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
498,#185070,185070,#,STORMORKEN SYNDROME; STRMK,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
499,#500011,500011,#,"MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 3; MLASA3",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
500,#612240,612240,#,"ATRIAL FIBRILLATION, FAMILIAL, 7; ATFB7",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
501,#613426,613426,#,"CARDIOMYOPATHY, DILATED, 1S; CMD1S","LEFT VENTRICULAR NONCOMPACTION 5, INCLUDED; LVNC5, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
502,#615377,615377,#,"ATRIAL FIBRILLATION, FAMILIAL, 13; ATFB13",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
503,#615812,615812,#,ABDOMINAL OBESITY-METABOLIC SYNDROME 3; AOMS3,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
504,#616539,616539,#,"PERIPHERAL NEUROPATHY WITH VARIABLE SPASTICITY, EXERCISE INTOLERANCE, AND DEVELOPMENTAL DELAY; PNSED",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
505,#618440,618440,#,OCULOSKELETODENTAL SYNDROME; OCSKD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
506,#603472,603472,#,NEURONAL INTRANUCLEAR INCLUSION DISEASE; NIID,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
507,#264800,264800,#,PSEUDOXANTHOMA ELASTICUM; PXE,"PSEUDOXANTHOMA ELASTICUM, MODIFIER OF SEVERITY OF, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
508,#300049,300049,#,PERIVENTRICULAR NODULAR HETEROTOPIA 1; PVNH1,"HETEROTOPIA, PERIVENTRICULAR NODULAR, WITH FRONTOMETAPHYSEAL DYSPLASIA, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
509,#615506,615506,#,"TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 5; HHT5",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
510,#618734,618734,#,"ANEURYSM, INTRACRANIAL BERRY, 12; ANIB12",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
511,%609113,609113,%,"TELOMERE LENGTH, MEAN LEUKOCYTE; LTL",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
512,%608557,608557,%,"MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO, 2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,心脏缺血/心律失常全文命中，但未进入预设心源性扩展白名单,
530,#176200,176200,#,VARIEGATE PORPHYRIA; VP,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,非脑动脉缺血性疾病,
532,#202700,202700,#,"NEUTROPENIA, SEVERE CONGENITAL, 1, AUTOSOMAL DOMINANT; SCN1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
535,#276700,276700,#,"TYROSINEMIA, TYPE I; TYRSN1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
538,#231670,231670,#,GLUTARIC ACIDEMIA I; GA1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
544,#613070,613070,#,"LIVER FAILURE, INFANTILE, TRANSIENT; LFIT",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
545,#121300,121300,#,"COPROPORPHYRIA, HEREDITARY; HCP",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,非脑动脉缺血性疾病,
547,#616878,616878,#,"METABOLIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION; MECRCN",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
548,#608232,608232,#,"LEUKEMIA, CHRONIC MYELOID; CML","LEUKEMIA, PHILADELPHIA CHROMOSOME-POSITIVE, RESISTANT TO IMATANIB, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,检索词中的acute等来自血液肿瘤语境，非脑缺血性卒中,
549,#620704,620704,#,"ENCEPHALOPATHY, PORPHYRIA-RELATED; ENCEP",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,非脑动脉缺血性疾病,
555,#190685,190685,#,DOWN SYNDROME,"DOWN SYNDROME CHROMOSOME REGION, INCLUDED; DCR, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
560,#106100,106100,#,"ANGIOEDEMA, HEREDITARY, 1; HAE1","ANGIOEDEMA, HEREDITARY, 2, INCLUDED; HAE2, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
561,#535000,535000,#,LEBER OPTIC ATROPHY,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,眼科缺血或视网膜疾病，非AIS；RVCLS白名单除外,
562,#613710,613710,#,THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE); THMD4,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
563,#616483,616483,#,INFANTILE LIVER FAILURE SYNDROME 2; ILFS2,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
564,#618641,618641,#,INFANTILE LIVER FAILURE SYNDROME 3; ILFS3,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
567,#609016,609016,#,LONG-CHAIN 3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
568,#610424,610424,#,"HEPATITIS B VIRUS, SUSCEPTIBILITY TO","HEPATITIS B VIRUS, RESISTANCE TO, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
569,#601338,601338,#,"CEREBELLAR ATAXIA, AREFLEXIA, PES CAVUS, OPTIC ATROPHY, AND SENSORINEURAL HEARING LOSS; CAPOS",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,眼科缺血或视网膜疾病，非AIS；RVCLS白名单除外,
570,#260400,260400,#,SHWACHMAN-DIAMOND SYNDROME 1; SDS1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
571,#300323,300323,#,"HYPERURICEMIA, HPRT-RELATED; HRH",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
572,#614038,614038,#,"LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
573,#619864,619864,#,"LEUKODYSTROPHY, CHILDHOOD-ONSET, REMITTING; CORLK",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
584,#178500,178500,#,INTERSTITIAL LUNG DISEASE 2; ILD2,"HAMMAN-RICH DISEASE, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
585,#231680,231680,#,MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY; MADD,"GLUTARIC ACIDEMIA IIA, INCLUDED; GA2A, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
586,#252270,252270,#,MONOSOMY 7 MYELODYSPLASIA AND LEUKEMIA SYNDROME 1; M7MLS1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,检索词中的acute等来自血液肿瘤语境，非脑缺血性卒中,
587,#610460,610460,#,"THIOPURINES, POOR METABOLISM OF, 1; THPM1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
588,#620483,620483,#,"VARIEGATE PORPHYRIA, CHILDHOOD-ONSET; VPCO",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,非脑动脉缺血性疾病,
596,#500009,500009,#,"MITOCHONDRIAL MYOPATHY, INFANTILE, TRANSIENT; MMIT",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
597,#614742,614742,#,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE SYNDROME, TELOMERE-RELATED, 1; PFBMFT1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
598,#614962,614962,#,LEPTIN DEFICIENCY OR DYSFUNCTION; LEPD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
599,#615751,615751,#,"CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO; CA5AD",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
600,#615879,615879,#,TATTON-BROWN-RAHMAN SYNDROME; TBRS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
601,#618321,618321,#,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 2; PEBEL2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
602,#619935,619935,#,"IMMUNODEFICIENCY 106, SUSCEPTIBILITY TO VIRAL INFECTIONS; IMD106",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
603,107700,107700,,"APPENDICITIS, PRONENESS TO",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
609,#118600,118600,#,CHONDROCALCINOSIS 2; CCAL2,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
610,#201710,201710,#,LIPOID CONGENITAL ADRENAL HYPERPLASIA; LCAH,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
611,#210210,210210,#,3-METHYLCROTONYL-CoA CARBOXYLASE 2 DEFICIENCY; MCC2D,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
612,#220150,220150,#,"HYPOURICEMIA, RENAL, 1; RHUC1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
613,#246450,246450,#,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY; HMGCLD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
614,#277400,277400,#,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE; MAHCC","METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC, INCLUDED",Extended_etiologic_record,metabolic_thrombosis,Pediatric/mixed,false,false,verified_phenotype_gene_link,MMACHC,false,Retain_as_evidence_record,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定,https://www.ncbi.nlm.nih.gov/gene/25974
615,#605724,605724,#,"FANCONI ANEMIA, COMPLEMENTATION GROUP D1; FANCD1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
616,#618886,618886,#,PSEUDO-TORCH SYNDROME 3; PTORCH3,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
617,#620730,620730,#,"HYPEREMESIS GRAVIDARUM, SUSCEPTIBILITY TO; HG",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
634,#159550,159550,#,ATAXIA-PANCYTOPENIA SYNDROME; ATXPC,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
635,#180200,180200,#,RETINOBLASTOMA; RB1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
636,#612076,612076,#,"HYPOURICEMIA, RENAL, 2; RHUC2","URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 2, INCLUDED; UAQTL2, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
637,#614286,614286,#,MYELODYSPLASTIC SYNDROME; MDS,"MYELODYSPLASTIC SYNDROME, SUSCEPTIBILITY TO, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
638,#616345,616345,#,"IMMUNODEFICIENCY 39, SUSCEPTIBILITY TO VIRAL INFECTIONS; IMD39",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
639,#618549,618549,#,"HEPATITIS, FULMINANT VIRAL, SUSCEPTIBILITY TO; FVH",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
640,#126200,126200,#,"MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO; MS","MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO, 1, INCLUDED; MS1, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
641,#212140,212140,#,"CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
642,#245050,245050,#,SUCCINYL-CoA:3-OXOACID-CoA TRANSFERASE DEFICIENCY; SCOTD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
