Gene_Symbol,Gene_Name,Entrez_Gene_ID,Ensembl_Gene_ID,Evidence_Tier,In_Strict_28,In_Primary_81,In_MediumExtended_176,In_BroadSensitivity_430,Primary_Source_Databases,Primary_Source_Count,Medium_Source_Databases,Medium_Source_Count,Broad_Source_Databases,Broad_Source_Count,GeneCards_Strict_ge5,GeneCards_Main_ge3,GeneCards_Broad_ge0.9,OMIM_UltraStrict,OMIM_Primary,OMIM_PrimaryPlusExtended,DisGeNET_Primary_raw_ge0.30,DisGeNET_Conservative_EI_ge0.80,DisGeNET_HumanLiterature,GeneCards_Relevance_Score,GeneCards_Knowledge_Score,OMIM_Gene_MIM_ID,OMIM_Phenotype_MIM_IDs,OMIM_Evidence_Layers,OMIM_Mechanism_Tags,DisGeNET_Raw_GDA_Score,DisGeNET_EI,DisGeNET_N_PMIDs,Interpretation_Note
IGF1,Insulin Like Growth Factor 1,3479,ENSG00000017427,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.3120809,100.0,,,,,0.25,1.0,6,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IGFBP3,Insulin Like Growth Factor Binding Protein 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9833109,86.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL10,Interleukin 10,3586,ENSG00000136634,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.618697,100.0,,,,,0.2,0.8,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL17A,Interleukin 17A,3605,ENSG00000112115,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.871239,82.0,,,,,0.2,1.0,6,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL18,Interleukin 18,3606,ENSG00000150782,BroadSensitivity,False,False,False,True,,0,,0,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,False,True,1.7358501,85.0,,,,,0.2,0.3333333333333333,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL1B,Interleukin 1 Beta,3553,ENSG00000125538,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,False,True,4.318134,91.0,,,,,0.2,0.75,8,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL1RL1,Interleukin 1 Receptor Like 1,9173,ENSG00000115602,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.7259526,87.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL1RN,Interleukin 1 Receptor Antagonist,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,97.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL2,Interleukin 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,87.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL3,Interleukin 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,77.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL33,Interleukin 33,90865,ENSG00000137033,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.4166965,84.0,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL34,Interleukin 34,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,68.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL37,Interleukin 37,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.1616707,75.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL4,interleukin 4,3565,ENSG00000113520,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL6,Interleukin 6,3569,ENSG00000136244,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,True,True,True,7.739003,93.0,,,,,0.3,0.8888888888888888,27,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL7,Interleukin 7,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,84.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ITGA2,Integrin Subunit Alpha 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.278482,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ITGA2B,Integrin Subunit Alpha 2b,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.582284,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ITGA4,Integrin Subunit Alpha 4,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ITGB1,Integrin Subunit Beta 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,94.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ITGB3,Integrin Subunit Beta 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.374183,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ITIH4,Inter-Alpha-Trypsin Inhibitor Heavy Chain 4,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,4.2957315,82.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ITLN1,Intelectin 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.6492987,68.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ITSN1,intersectin 1,6453,ENSG00000205726,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
JAK2,Janus Kinase 2,3717,ENSG00000096968,Strict,True,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,False,True,True,5.2918544,100.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
JAM2,Junctional Adhesion Molecule 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,82.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
JKAMP,JNK1/MAPK8 Associated Membrane Protein,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,57.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
KDM2A,Lysine Demethylase 2A,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,80.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
KDR,Kinase Insert Domain Receptor,3791,ENSG00000128052,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.2933404,99.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
KIF5A,Kinesin Family Member 5A,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,97.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
KL,Klotho,9365,ENSG00000133116,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.6111301,91.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
KLK1,kallikrein 1,3816,ENSG00000167748,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
KLK2,Kallikrein Related Peptidase 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,83.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
KLK4,kallikrein related peptidase 4,9622,ENSG00000167749,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
L1CAM,L1 Cell Adhesion Molecule,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,96.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LBP,Lipopolysaccharide Binding Protein,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,82.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LCN2,Lipocalin 2,3934,ENSG00000148346,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.7043025,82.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LGALS3,Galectin 3,3958,ENSG00000131981,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.685536,85.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LOX,Lysyl Oxidase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,90.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LPA,Lipoprotein(A),,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.374183,80.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LPL,Lipoprotein Lipase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9122307,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LRG1,Leucine Rich Alpha-2-Glycoprotein 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.4548626,63.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LRP1,LDL receptor related protein 1,4035,ENSG00000123384,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LTA,Lymphotoxin Alpha,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,88.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MALT1,MALT1 Paracaspase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MAPK1,Mitogen-Activated Protein Kinase 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,94.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MAPK3,Mitogen-Activated Protein Kinase 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,94.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MAPK8,Mitogen-Activated Protein Kinase 8,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,94.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MAPT,Microtubule Associated Protein Tau,4137,ENSG00000186868,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.6492987,100.0,,,,,0.25,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MAT2A,Methionine Adenosyltransferase 2A,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,98.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MBL2,Mannose Binding Lectin 2,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,3.4166965,93.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MBP,Myelin Basic Protein,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,3.0065806,86.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MCL1,"MCL1 apoptosis regulator, BCL2 family member",4170,ENSG00000143384,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MDM2,MDM2 Proto-Oncogene,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
METTL3,"methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit",56339,ENSG00000165819,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MFAP5,Microfibril Associated Protein 5,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,79.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MIF,Macrophage Migration Inhibitory Factor,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,86.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MMACHC,Metabolism of cobalamin associated C,25974,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,609831,277400,Extended_Etiologic,metabolic_thrombosis,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MMP1,Matrix Metallopeptidase 1,4312,ENSG00000196611,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.9122307,92.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MMP10,Matrix Metallopeptidase 10,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,74.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MMP2,Matrix Metallopeptidase 2,4313,ENSG00000087245,Strict,True,True,True,True,GeneCards,1,GeneCards,1,GeneCards;DisGeNET,2,True,True,True,False,False,False,False,False,True,5.749848,100.0,,,,,0.25,0.75,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MMP9,Matrix Metallopeptidase 9,4318,ENSG00000100985,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,True,True,True,17.409672,100.0,,,,,0.35,0.9230769230769232,26,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MPO,Myeloperoxidase,4353,ENSG00000005381,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.9671128,93.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MTHFR,Methylenetetrahydrofolate Reductase,4524,ENSG00000177000,Primary,False,True,True,True,GeneCards,1,GeneCards;OMIM;DisGeNET,3,GeneCards;OMIM;DisGeNET,3,False,True,True,False,False,True,False,True,True,4.170785,100.0,607093,236250,Extended_Etiologic,metabolic_thrombosis,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MUC16,"Mucin 16, Cell Surface Associated",,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,88.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MYH11,Myosin Heavy Chain 11,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6151948,99.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MYLK,Myosin Light Chain Kinase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MYORG,Myogenesis Regulating Glycosidase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,73.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NAMPT,Nicotinamide Phosphoribosyltransferase,10135,ENSG00000105835,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.6847396,88.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NEFH,Neurofilament Heavy Chain,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,80.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NEFL,Neurofilament Light Chain,4747,ENSG00000277586,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.4548626,94.0,,,,,0.2,1.0,8,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NFE2L2,NFE2 Like BZIP Transcription Factor 2,4780,ENSG00000116044,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.7654351,100.0,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NFKB1,Nuclear Factor Kappa B Subunit 1,4790,ENSG00000109320,Strict,True,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,False,True,True,10.322936,100.0,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NFKBIA,NFKB Inhibitor Alpha,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NGB,Neuroglobin,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.278482,61.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NGF,Nerve Growth Factor,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NGFR,Nerve Growth Factor Receptor,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,4.0905466,88.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NIT1,Nitrilase 1,4817,,MediumExtended,False,False,True,True,,0,OMIM,1,GeneCards;OMIM,2,False,False,True,False,False,True,False,False,False,1.3140942,60.0,604618,621313,Extended_Etiologic,mixed_small_vessel,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NLRP3,NLR Family Pyrin Domain Containing 3,114548,ENSG00000162711,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.374183,100.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NOS1,Nitric Oxide Synthase 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,99.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NOS2,Nitric Oxide Synthase 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,97.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NOS3,Nitric Oxide Synthase 3,4846,ENSG00000164867,Primary,False,True,True,True,GeneCards,1,GeneCards;OMIM,2,GeneCards;OMIM;DisGeNET,3,False,True,True,False,False,True,False,False,True,4.209799,100.0,163729,621469,Extended_Etiologic,moyamoya,0.2,0.3333333333333333,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NOTCH3,Notch Receptor 3,4854,,Primary,False,True,True,True,GeneCards;OMIM,2,GeneCards;OMIM,2,GeneCards;OMIM,2,False,True,True,False,True,True,False,False,False,4.875478,100.0,600276,125310,Primary_Adult_Monogenic,arteriopathy,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NOX5,NADPH Oxidase 5,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,74.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NPPA,Natriuretic Peptide A,4878,ENSG00000175206,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.3140942,91.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NPPB,Natriuretic Peptide B,4879,ENSG00000120937,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,True,True,True,6.214533,74.0,,,,,0.3,0.9444444444444444,18,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NR1I2,Nuclear Receptor Subfamily 1 Group I Member 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,89.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NRG1,Neuregulin 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.1475344,96.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NRGN,Neurogranin,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.278482,67.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NTN1,Netrin 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.4548626,85.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
OCLN,Occludin,100506658,ENSG00000197822,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.7358501,94.0,,,,,0.25,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
OLR1,Oxidized Low Density Lipoprotein Receptor 1,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,3.2676756,80.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
OPALIN,Oligodendrocytic Myelin Paranodal And Inner Loop Protein,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,58.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
P2RY12,Purinergic Receptor P2Y12,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9122307,96.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PANX1,Pannexin 1,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,4.0603924,84.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PARP1,Poly(ADP-Ribose) Polymerase 1,142,ENSG00000143799,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.0475724,96.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PCSK9,Proprotein Convertase Subtilisin/Kexin Type 9,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,4.9360347,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PDE3A,Phosphodiesterase 3A,5139,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,123805,112410,Extended_Etiologic,upstream_hypertension,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PDGFB,Platelet Derived Growth Factor Subunit B,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PDGFRB,Platelet Derived Growth Factor Receptor Beta,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PEAR1,Platelet Endothelial Aggregation Receptor 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,63.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PENK,Proenkephalin,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,73.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PF4,Platelet Factor 4,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,80.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PHB2,Prohibitin 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.4643345,82.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
